manche,niveau,temps,source,col,row,accepte,etat,avance,distance,remplie
10,2,614.360,humain,4,4,1,attente,9,6,1
10,2,615.464,humain,3,5,1,attente,9,2,0
10,2,618.870,humain,2,5,1,flux,9,1,0
10,2,619.861,humain,5,5,1,flux,9,3,1
10,2,622.596,humain,7,4,1,flux,7,3,0
10,2,623.252,humain,4,5,1,flux,11,4,1
10,2,624.595,humain,6,5,1,flux,10,2,1
10,2,625.490,humain,6,5,1,flux,9,0,1
10,2,626.034,humain,6,5,1,flux,9,0,1
10,2,626.530,humain,6,5,1,flux,8,0,1
10,2,626.993,humain,6,5,1,flux,9,0,1
10,2,627.761,humain,6,5,1,flux,7,0,1
10,2,628.225,humain,6,5,1,flux,7,0,1
10,2,628.673,humain,6,5,1,flux,9,0,1
10,2,631.023,humain,7,6,1,flux,7,2,1
10,2,631.487,humain,7,6,1,flux,8,0,1
10,2,632.958,humain,8,7,1,flux,7,2,1
10,2,634.685,humain,7,7,1,flux,8,1,1
10,2,635.997,humain,9,7,1,flux,8,2,1
10,2,638.027,humain,10,6,1,flux,6,2,0
10,2,638.523,humain,10,7,1,flux,7,1,1
10,2,639.738,humain,11,7,1,flux,7,1,1
10,2,640.682,humain,12,7,1,flux,7,1,1
10,2,641.737,humain,13,7,1,flux,8,1,1
10,2,643.033,humain,13,8,1,flux,7,1,1
10,2,644.248,humain,14,7,1,flux,7,2,1
10,2,646.982,humain,14,8,1,flux,5,1,1
10,2,647.622,humain,14,8,1,flux,6,0,1
10,2,648.230,humain,14,8,1,flux,5,0,1
10,2,648.678,humain,14,8,1,flux,5,0,1
10,2,649.589,humain,14,9,1,flux,4,1,1
10,2,650.165,humain,14,9,1,flux,5,0,1
10,2,651.300,humain,13,9,1,flux,5,1,1
10,2,652.563,humain,13,8,1,flux,6,1,1
10,2,653.843,humain,13,6,1,flux,5,2,1
10,2,654.402,humain,13,6,1,flux,6,0,1
10,2,655.986,humain,13,5,1,flux,5,1,1
10,2,656.433,humain,13,5,1,flux,5,0,1
10,2,657.569,humain,14,5,1,flux,6,1,1
10,2,658.848,humain,14,4,1,flux,5,1,1
10,2,659.584,humain,14,5,1,flux,5,1,1
10,2,661.071,humain,14,3,1,flux,5,2,1
10,2,662.014,humain,13,2,1,flux,5,2,1
10,2,663.230,humain,14,2,1,flux,6,1,1
10,2,664.397,humain,13,1,1,flux,6,2,1
10,2,666.364,humain,13,0,1,flux,5,1,1
10,2,667.963,humain,11,0,1,flux,3,2,1
10,2,669.226,humain,14,0,1,flux,3,3,1
10,2,670.602,humain,11,1,1,flux,2,4,0
10,2,671.865,humain,11,2,1,flux,1,1,0
10,2,672.808,humain,12,1,1,flux,0,2,0
10,2,673.528,humain,14,1,1,flux,3,2,1
10,2,674.743,humain,12,0,1,flux,2,3,1
10,2,675.351,humain,12,0,1,flux,2,0,1
10,2,676.262,humain,11,0,1,flux,2,1,1
10,2,676.822,humain,11,0,1,flux,2,0,1
10,2,677.494,humain,11,0,1,flux,2,0,1
10,2,678.485,humain,10,0,1,flux,1,1,1
10,2,678.949,humain,10,0,1,flux,2,0,1
10,2,679.381,humain,10,0,1,flux,1,0,1
10,2,679.876,humain,10,0,1,flux,1,0,1
10,2,680.308,humain,10,0,1,flux,0,0,1
10,2,680.756,humain,10,0,1,flux,1,0,1
10,2,681.843,humain,10,1,1,flux,0,1,0
11,2,682.355,humain,10,1,0,flux,0,0,0
11,3,687.088,humain,8,7,1,attente,1,8,1
11,3,688.592,humain,9,6,1,attente,1,2,0
11,3,689.823,humain,10,5,1,attente,1,2,0
11,3,691.262,humain,8,6,1,attente,2,3,1
11,3,693.245,humain,7,6,1,attente,2,1,0
11,3,694.684,humain,10,6,1,attente,2,3,0
11,3,696.203,humain,11,4,1,attente,2,3,0
11,3,697.643,humain,10,4,1,attente,2,1,0
11,3,700.201,humain,7,5,1,attente,2,4,0
11,3,701.768,humain,12,3,1,attente,2,7,0
11,3,702.520,humain,8,5,1,attente,3,6,1
11,3,704.695,humain,8,4,1,attente,4,1,1
11,3,705.670,humain,8,3,1,flux,5,1,1
11,3,707.557,humain,7,2,1,flux,3,2,0
11,3,710.212,humain,8,1,1,flux,1,2,0
11,3,711.187,humain,8,2,1,flux,1,1,0
11,3,712.051,humain,7,3,1,flux,1,2,0
11,3,712.451,humain,7,3,1,flux,0,0,0
