0,1,10,25,0,99
0,2,14,16,0,664
0,3,18,29,0,50
0,4,22,18,0,808
0,5,26,24,0,50
0,6,30,22,0,50
0,7,34,25,0,50
0,8,38,22,0,70
0,9,42,17,0,203
0,10,46,29,0,50
0,11,50,21,0,50
0,12,54,22,0,50
0,13,58,32,0,50
0,14,62,23,0,50
0,15,66,25,0,91
0,16,70,22,0,50
0,17,74,22,0,101
0,18,78,27,0,101
0,19,82,20,0,50
0,20,86,27,0,152
0,21,90,30,0,152
0,22,94,30,0,50
0,23,98,25,0,182
1,1,10,26,0,48
1,2,14,30,0,152
1,3,18,26,0,510
1,4,22,27,0,101
1,5,26,23,0,101
1,6,30,28,0,50
1,7,34,22,0,24
1,8,38,26,0,101
1,9,42,24,0,46
1,10,46,25,0,203
1,11,50,25,0,50
1,12,54,16,0,50
1,13,58,28,0,101
1,14,62,29,0,50
1,15,66,28,0,152
1,16,70,25,0,50
1,17,74,12,0,254
1,18,78,12,0,562
1,19,82,30,0,50
1,20,86,27,0,101
1,21,90,22,0,101
1,22,94,18,0,664
1,23,98,24,0,101
1,24,102,31,0,101
2,1,10,31,0,48
2,2,14,27,0,50
2,3,18,24,0,50
2,4,22,21,0,101
2,5,26,13,0,920
2,6,30,8,0,101
2,7,34,25,0,50
2,8,38,24,0,152
2,9,42,23,0,203
2,10,46,27,0,45
2,11,50,29,0,101
2,12,54,22,0,50
2,13,58,33,0,50
2,14,62,21,0,50
3,1,10,22,0,48
3,2,14,30,0,50
3,3,18,29,0,50
3,4,22,26,0,285
3,5,26,26,0,50
3,6,30,26,0,203
3,7,34,18,0,766
4,1,10,19,0,48
4,2,14,22,0,50
4,3,18,24,0,152
4,4,22,29,0,50
4,5,26,24,0,50
4,6,30,28,0,50
4,7,34,23,0,101
4,8,38,22,0,50
4,9,42,24,0,101
4,10,46,10,0,408
4,11,50,28,0,50
4,12,54,17,0,50
4,13,58,26,0,336
4,14,62,20,0,152
4,15,66,22,0,50
4,16,70,16,0,152
4,17,74,23,0,101
4,18,78,20,0,50
4,19,82,25,0,152
4,20,86,14,0,818
4,21,90,23,0,50
4,22,94,28,0,50
4,23,98,29,0,254
4,24,102,27,0,50
4,25,106,21,0,50
4,26,110,27,0,50
4,27,114,25,0,50
4,28,118,25,0,306
4,29,122,24,0,101
5,1,10,22,0,48
5,2,14,23,0,144
5,3,18,21,0,50
5,4,22,30,0,50
5,5,26,24,0,152
5,6,30,9,0,1176
5,7,34,24,0,181
5,8,38,20,0,203
5,9,42,23,0,101
5,10,46,25,0,101
5,11,50,27,0,101
5,12,54,27,0,101
5,13,58,22,0,757
5,14,62,24,0,434
5,15,66,24,0,152
5,16,70,25,0,37
5,17,74,26,0,101
5,18,78,26,0,408
5,19,82,24,0,50
5,20,86,26,0,99
5,21,90,23,0,101
6,1,10,22,0,99
6,2,14,23,0,101
6,3,18,24,0,50
6,4,22,25,0,50
6,5,26,18,0,152
6,6,30,10,0,1432
6,7,34,24,0,50
6,8,38,19,0,152
6,9,42,34,0,50
6,10,46,23,0,50
6,11,50,24,0,101
6,12,54,19,0,50
6,13,58,16,0,818
6,14,62,21,0,50
6,15,66,21,0,101
6,16,70,24,0,101
6,17,74,29,0,101
6,18,78,23,0,306
6,19,82,25,0,50
6,20,86,17,0,50
6,21,90,19,0,203
6,22,94,25,0,50
6,23,98,14,0,50
6,24,102,24,0,50
6,25,106,15,0,50
7,1,10,22,0,48
7,2,14,22,0,152
7,3,18,22,0,152
7,4,22,24,0,50
7,5,26,25,0,203
7,6,30,29,0,152
7,7,34,27,0,50
7,8,38,19,0,93
7,9,42,16,0,664
7,10,46,19,0,101
7,11,50,16,0,101
7,12,54,24,0,582
7,13,58,24,0,50
7,14,62,23,0,91
7,15,66,24,0,203
7,16,70,24,0,203
7,17,74,27,0,408
7,18,78,4,1,50
8,1,10,25,0,99
8,2,14,33,0,22
8,3,18,14,0,1227
8,4,22,28,0,459
8,5,26,26,0,50
8,6,30,28,0,82
8,7,34,27,0,152
8,8,38,25,0,50
8,9,42,26,0,50
8,10,46,30,0,152
8,11,50,26,0,50
8,12,54,30,0,50
8,13,58,21,0,101
8,14,62,12,0,50
8,15,66,29,0,50
8,16,70,31,0,101
8,17,74,23,0,203
8,18,78,23,0,50
8,19,82,14,0,715
8,20,86,20,0,203
8,21,90,21,0,173
8,22,94,26,0,101
9,1,10,27,0,150
9,2,14,28,0,50
9,3,18,27,0,254
9,4,22,19,0,203
9,5,26,37,1,50
9,6,30,15,0,664
9,7,34,27,0,246
9,8,38,27,0,101
9,9,42,21,0,50
9,10,46,20,0,613
9,11,50,24,0,86
9,12,54,27,0,50
9,13,58,16,0,562
9,14,62,23,0,50
