59,15,84,48500
59,16,67,50850
60,1,109,5450
60,2,90,9875
60,3,95,14325
60,4,47,16625
60,5,60,18625
60,6,46,20100
60,7,123,23200
60,8,76,25900
60,9,96,30000
60,10,86,32925
60,11,83,35750
60,12,84,39150
60,13,64,42300
60,14,73,44600
60,15,85,47625
60,16,116,51575
60,17,97,56250
60,18,93,60775
60,19,115,64575
60,20,96,67750
60,21,103,72075
60,22,6,72375
61,1,26,1300
61,2,18,2075
61,3,80,4000
61,4,41,6025
61,5,58,8925
61,6,68,12125
61,7,96,15775
61,8,60,17925
61,9,99,22450
61,10,49,24875
61,11,72,28375
61,12,65,31400
61,13,79,35150
61,14,99,38775
61,15,89,43050
61,16,81,46925
61,17,94,51250
61,18,96,55550
61,19,91,58525
61,20,84,62550
62,1,68,3400
62,2,61,6225
62,3,29,7650
62,4,54,10300
62,5,56,11875
62,6,38,13750
62,7,63,15725
62,8,66,18975
62,9,93,23100
62,10,106,26025
62,11,71,29425
62,12,63,32500
62,13,116,37350
62,14,96,40600
62,15,78,44425
62,16,73,47950
62,17,91,52325
62,18,83,56450
62,19,90,59750
62,20,131,65050
62,21,110,68850
62,22,31,70300
63,1,65,3250
63,2,88,7475
63,3,74,10900
63,4,95,15300
63,5,75,18775
63,6,63,21625
63,7,144,25075
63,8,98,29375
63,9,56,31850
63,10,57,34475
63,11,99,39000
63,12,101,43725
63,13,101,46975
63,14,70,49475
63,15,96,53075
63,16,78,56475
63,17,105,61525
63,18,85,65750
63,19,94,68825
63,20,113,72125
63,21,158,76475
63,22,98,80975
63,23,105,85925
63,24,126,89550
63,25,76,92200
64,1,89,4450
64,2,22,5750
64,3,20,6950
64,4,55,8425
64,5,29,9875
64,6,36,11675
64,7,55,13200
64,8,42,14350
64,9,51,16875
64,10,104,20800
64,11,63,23325
64,12,49,24850
65,1,47,2350
65,2,28,2750
65,3,34,4450
65,4,144,10050
65,5,29,10950
65,6,52,13525
65,7,88,17200
65,8,52,19775
65,9,69,23200
65,10,46,25450
65,11,16,26250
66,1,42,2100
66,2,25,3550
66,3,45,4625
66,4,146,7300
66,5,54,9125
66,6,65,12250
66,7,116,17425
66,8,122,20300
66,9,50,22350
66,10,57,24950
66,11,26,26050
67,1,26,1300
67,2,19,2450
67,3,99,4950
67,4,51,7325
67,5,40,9325
67,6,104,12150
67,7,104,14900
67,8,82,18475
67,9,60,21425
67,10,103,26425
67,11,52,28975
67,12,58,31825
67,13,90,35075
67,14,66,38275
67,15,89,42575
67,16,76,46275
67,17,73,49000
68,1,46,2300
68,2,60,5075
68,3,28,6450
68,4,24,7825
68,5,70,9300
68,6,39,11200
68,7,62,14200
68,8,97,18850
68,9,87,21900
68,10,99,26050
68,11,61,28950
68,12,2,29250
69,1,63,3150
69,2,35,4850
69,3,73,8375
69,4,54,10150
69,5,41,11425
69,6,76,15175
69,7,55,17875
69,8,45,19625
69,9,72,23000
69,10,114,26975
69,11,88,30950
69,12,56,33350
69,13,58,36225
69,14,130,40025
69,15,71,43425
69,16,83,47400
69,17,109,51150
69,18,104,54375
69,19,109,59350
69,20,114,64000
69,21,110,67550
69,22,113,72500
69,23,109,75800
69,24,78,78725
70,1,18,900
70,2,52,3475
70,3,94,5100
70,4,49,7500
70,5,96,11550
70,6,56,13150
70,7,45,15275
70,8,57,18050
70,9,58,20875
70,10,84,24350
70,11,120,28125
70,12,65,31300
70,13,89,35700
70,14,67,39050
70,15,91,43175
70,16,96,46650
70,17,115,51875
70,18,90,55500
70,19,79,58500
71,1,45,2250
71,2,125,6250
71,3,80,7625
71,4,61,10550
71,5,124,16100
71,6,41,17275
71,7,76,21050
71,8,43,23200
71,9,83,27350
71,10,130,32900
71,11,127,36750
71,12,74,40400
71,13,56,42925
72,1,14,900
72,2,78,3900
72,3,37,5725
72,4,30,7425
72,5,76,9450
72,6,51,10850
72,7,167,15900
72,8,54,18075
72,9,67,20400
72,10,62,23050
72,11,91,27475
72,12,102,32000
72,13,130,38100
72,14,68,41425
72,15,84,45500
72,16,78,48975
72,17,92,52375
72,18,111,56050
72,19,87,60250
72,20,118,64150
72,21,110,67675
72,22,75,70575
73,1,23,1350
73,2,61,3050
73,3,65,6025
73,4,36,6800
73,5,93,9375
73,6,133,12300
73,7,37,13750
73,8,43,15500
73,9,57,18300
73,10,47,20600
73,11,57,23075
73,12,65,26100
73,13,78,29925
73,14,95,34050
73,15,100,38550
73,16,33,40125
74,1,25,1250
74,2,74,3700
74,3,19,4850
74,4,72,6475
74,5,48,8850
74,6,41,10875
74,7,88,13750
74,8,54,16200
74,9,63,19200
74,10,48,21575
74,11,61,24175
74,12,61,27125
74,13,58,29475
74,14,91,33550
74,15,164,37475
74,16,74,40525
74,17,76,44125
74,18,115,49700
74,19,58,52150
75,1,113,5650
75,2,36,6275
75,3,106,11300
75,4,52,13875
75,5,71,17375
75,6,36,19175
75,7,119,24225
75,8,56,26950
